campaign_id,stat_date,placement,platform,advertiser_industry,impression_cnt,click_cnt,revenue,currency,viewability_rate
cmp_202410_014,2024-10-23,video_preroll,kmg_selfserve,汽車,28662,264,3414.28,TWD,0.581
cmp_202410_014,2024-10-24,video_preroll,kmg_selfserve,汽車,27535,292,4214.55,TWD,0.603
cmp_202410_014,2024-10-25,video_preroll,kmg_selfserve,汽車,134262,1564,19689.7,TWD,0.65
cmp_202410_014,2024-10-26,video_preroll,kmg_selfserve,汽車,17721,206,2477.55,TWD,0.583
cmp_202410_014,2024-10-27,video_preroll,kmg_selfserve,汽車,153174,1689,21387.6,TWD,0.551
cmp_202410_014,2024-10-28,video_preroll,kmg_selfserve,汽車,33126,325,4946.44,TWD,0.549
cmp_202410_014,2024-10-29,video_preroll,kmg_selfserve,汽車,33822,240,4092.62,TWD,0.461
cmp_202410_014,2024-10-30,video_preroll,kmg_selfserve,汽車,84974,722,12454.21,TWD,0.823
cmp_202410_015,2024-10-16,sidebar,kmg_selfserve,汽車,55013,49,1367.53,TWD,0.717
cmp_202410_015,2024-10-17,sidebar,kmg_selfserve,汽車,54276,80,1462.57,TWD,0.532
cmp_202410_015,2024-10-18,sidebar,kmg_selfserve,汽車,70850,107,1532.45,TWD,0.788
cmp_202410_015,2024-10-19,sidebar,kmg_selfserve,汽車,11156,10,253.98,TWD,0.613
cmp_202410_015,2024-10-20,sidebar,kmg_selfserve,汽車,17636,20,442.13,TWD,0.662
cmp_202410_015,2024-10-21,sidebar,kmg_selfserve,汽車,27569,41,737.87,TWD,0.574
cmp_202410_015,2024-10-22,sidebar,kmg_selfserve,汽車,84624,66,1648.03,TWD,0.776
cmp_202410_015,2024-10-23,sidebar,kmg_selfserve,汽車,59469,67,1114.16,TWD,0.664
cmp_202410_015,2024-10-24,sidebar,kmg_selfserve,汽車,21936,22,366.34,TWD,0.736
cmp_202410_015,2024-10-25,sidebar,kmg_selfserve,汽車,26503,25,612.69,TWD,0.38
cmp_202410_015,2024-10-26,sidebar,kmg_selfserve,汽車,100166,141,2352.46,TWD,0.755
cmp_202410_016,2024-10-18,sidebar,kmg_direct,汽車,13538,14,256.0,TWD,0.722
cmp_202410_016,2024-10-19,sidebar,kmg_direct,汽車,8884,10,158.57,TWD,0.579
cmp_202410_016,2024-10-20,sidebar,kmg_direct,汽車,12637,15,212.37,TWD,0.538
cmp_202410_016,2024-10-21,sidebar,kmg_direct,汽車,36538,38,964.23,TWD,0.707
cmp_202410_016,2024-10-22,sidebar,kmg_direct,汽車,9607,12,200.72,TWD,0.535
cmp_202410_016,2024-10-23,sidebar,kmg_direct,汽車,102246,136,2570.84,TWD,0.613
cmp_202410_016,2024-10-24,sidebar,kmg_direct,汽車,22514,34,572.57,TWD,0.587
cmp_202410_016,2024-10-25,sidebar,kmg_direct,汽車,12204,10,316.23,TWD,0.655
cmp_202410_016,2024-10-18,video_preroll,kmg_direct,汽車,45073,291,8000.84,TWD,0.732
cmp_202410_016,2024-10-19,video_preroll,kmg_direct,汽車,12144,136,1899.91,TWD,0.615
cmp_202410_016,2024-10-20,video_preroll,kmg_direct,汽車,22975,235,3799.03,TWD,0.499
cmp_202410_016,2024-10-21,video_preroll,kmg_direct,汽車,29304,160,5306.49,TWD,0.415
cmp_202410_016,2024-10-22,video_preroll,kmg_direct,汽車,10573,123,1391.99,TWD,0.87
cmp_202410_016,2024-10-23,video_preroll,kmg_direct,汽車,378893,3609,51834.9,TWD,0.644
cmp_202410_016,2024-10-24,video_preroll,kmg_direct,汽車,111634,666,18273.81,TWD,0.524
cmp_202410_016,2024-10-25,video_preroll,kmg_direct,汽車,83789,578,13972.9,TWD,0.584
cmp_202410_017,2024-10-05,top_banner,openx_prog,汽車,18909,37,22.7,USD,0.434
cmp_202410_017,2024-10-06,top_banner,openx_prog,汽車,16415,31,24.62,USD,0.71
cmp_202410_017,2024-10-07,top_banner,openx_prog,汽車,28358,70,27.41,USD,
cmp_202410_017,2024-10-08,top_banner,openx_prog,汽車,45588,96,48.88,USD,0.774
cmp_202410_017,2024-10-09,top_banner,openx_prog,汽車,72553,162,78.77,USD,0.642
cmp_202410_017,2024-10-10,top_banner,openx_prog,汽車,40056,101,54.13,USD,
cmp_202410_017,2024-10-11,top_banner,openx_prog,汽車,35658,90,41.58,USD,0.567
cmp_202410_017,2024-10-12,top_banner,openx_prog,汽車,89559,120,107.21,USD,
cmp_202410_017,2024-10-13,top_banner,openx_prog,汽車,38614,68,41.91,USD,
cmp_202410_017,2024-10-14,top_banner,openx_prog,汽車,11090,17,15.59,USD,
cmp_202410_017,2024-10-15,top_banner,openx_prog,汽車,35598,79,47.55,USD,0.611
cmp_202410_017,2024-10-16,top_banner,openx_prog,汽車,49501,84,52.43,USD,0.516
cmp_202410_017,2024-10-17,top_banner,openx_prog,汽車,216164,267,271.66,USD,0.679
cmp_202410_017,2024-10-18,top_banner,openx_prog,汽車,63628,131,60.76,USD,0.689
cmp_202410_017,2024-10-05,in_article,openx_prog,汽車,28015,86,45.57,USD,0.742
cmp_202410_017,2024-10-06,in_article,openx_prog,汽車,59377,173,100.63,USD,0.783
cmp_202410_017,2024-10-07,in_article,openx_prog,汽車,24220,71,51.75,USD,0.64
cmp_202410_017,2024-10-08,in_article,openx_prog,汽車,28407,129,59.88,USD,0.784
cmp_202410_017,2024-10-09,in_article,openx_prog,汽車,38994,206,77.3,USD,0.505
cmp_202410_017,2024-10-10,in_article,openx_prog,汽車,110305,596,240.1,USD,0.465
cmp_202410_017,2024-10-11,in_article,openx_prog,汽車,42558,232,64.85,USD,0.752
cmp_202410_017,2024-10-12,in_article,openx_prog,汽車,65933,265,122.19,USD,0.504
cmp_202410_017,2024-10-13,in_article,openx_prog,汽車,39668,139,74.5,USD,0.633
cmp_202410_017,2024-10-14,in_article,openx_prog,汽車,149452,692,336.79,USD,
cmp_202410_017,2024-10-15,in_article,openx_prog,汽車,10108,32,23.36,USD,
cmp_202410_017,2024-10-16,in_article,openx_prog,汽車,18405,105,32.09,USD,0.698
cmp_202410_017,2024-10-17,in_article,openx_prog,汽車,65504,258,100.68,USD,0.422
cmp_202410_017,2024-10-18,in_article,openx_prog,汽車,59758,272,122.61,USD,0.67
cmp_202410_018,2024-10-01,sidebar,openx_prog,汽車,21172,26,13.7,USD,
cmp_202410_018,2024-10-02,sidebar,openx_prog,汽車,15876,16,8.57,USD,0.539
cmp_202410_018,2024-10-03,sidebar,openx_prog,汽車,59290,49,49.26,USD,0.86
cmp_202410_018,2024-10-04,sidebar,openx_prog,汽車,7270,9,4.81,USD,
cmp_202410_018,2024-10-05,sidebar,openx_prog,汽車,4331,3,3.22,USD,
cmp_202410_018,2024-10-06,sidebar,openx_prog,汽車,16156,21,13.13,USD,
cmp_202410_018,2024-10-07,sidebar,openx_prog,汽車,12114,13,10.51,USD,
cmp_202410_018,2024-10-08,sidebar,openx_prog,汽車,36219,42,30.99,USD,
cmp_202410_019,2024-10-23,video_preroll,openx_prog,3C,58876,474,275.08,USD,
cmp_202410_019,2024-10-24,video_preroll,openx_prog,3C,37153,340,201.65,USD,
cmp_202410_019,2024-10-25,video_preroll,openx_prog,3C,33708,344,152.99,USD,0.847
cmp_202410_019,2024-10-26,video_preroll,openx_prog,3C,38059,449,176.41,USD,0.745
cmp_202410_019,2024-10-27,video_preroll,openx_prog,3C,28468,154,124.9,USD,0.569
cmp_202410_019,2024-10-28,video_preroll,openx_prog,3C,11405,68,49.81,USD,
cmp_202410_019,2024-10-29,video_preroll,openx_prog,3C,19233,146,75.36,USD,0.832
cmp_202410_019,2024-10-30,video_preroll,openx_prog,3C,44985,518,212.34,USD,0.512
cmp_202410_019,2024-10-31,video_preroll,openx_prog,3C,10147,98,54.35,USD,
cmp_202410_019,2024-10-23,top_banner,openx_prog,3C,15016,22,19.06,USD,0.569
cmp_202410_019,2024-10-24,top_banner,openx_prog,3C,45961,91,52.73,USD,
cmp_202410_019,2024-10-25,top_banner,openx_prog,3C,16284,36,15.14,USD,0.495
cmp_202410_019,2024-10-26,top_banner,openx_prog,3C,21875,56,24.47,USD,
cmp_202410_019,2024-10-27,top_banner,openx_prog,3C,11884,15,15.49,USD,0.69
cmp_202410_019,2024-10-28,top_banner,openx_prog,3C,134064,323,198.54,USD,0.516
cmp_202410_019,2024-10-29,top_banner,openx_prog,3C,44232,55,54.28,USD,0.566
cmp_202410_019,2024-10-30,top_banner,openx_prog,3C,56097,135,75.43,USD,0.625
cmp_202410_019,2024-10-31,top_banner,openx_prog,3C,17359,30,23.85,USD,0.528
cmp_202410_020,2024-10-11,sidebar,openx_prog,政府標案,106200,76,82.93,USD,0.586
cmp_202410_020,2024-10-12,sidebar,openx_prog,政府標案,153907,221,100.38,USD,0.729
cmp_202410_020,2024-10-13,sidebar,openx_prog,政府標案,30310,33,16.69,USD,0.566
cmp_202410_020,2024-10-14,sidebar,openx_prog,政府標案,37782,38,25.44,USD,0.666
cmp_202410_020,2024-10-15,sidebar,openx_prog,政府標案,8541,13,6.52,USD,
cmp_202410_020,2024-10-16,sidebar,openx_prog,政府標案,46085,39,37.44,USD,
cmp_202410_020,2024-10-17,sidebar,openx_prog,政府標案,19832,14,10.67,USD,0.46
cmp_202410_020,2024-10-18,sidebar,openx_prog,政府標案,28076,20,21.44,USD,
cmp_202410_020,2024-10-19,sidebar,openx_prog,政府標案,22747,17,19.2,USD,
cmp_202410_020,2024-10-20,sidebar,openx_prog,政府標案,53264,67,39.77,USD,
cmp_202410_020,2024-10-21,sidebar,openx_prog,政府標案,6915,5,3.95,USD,0.741
cmp_202410_021,2024-10-15,in_article,kmg_direct,電商,42192,127,2327.92,TWD,0.611
cmp_202410_021,2024-10-16,in_article,kmg_direct,電商,44631,241,2686.52,TWD,0.608
cmp_202410_021,2024-10-17,in_article,kmg_direct,電商,19592,91,1360.47,TWD,0.807
cmp_202410_021,2024-10-18,in_article,kmg_direct,電商,50068,132,2593.28,TWD,0.529
cmp_202410_021,2024-10-19,in_article,kmg_direct,電商,6419,20,321.95,TWD,0.691
cmp_202410_021,2024-10-20,in_article,kmg_direct,電商,5542,17,419.14,TWD,0.76
cmp_202410_021,2024-10-21,in_article,kmg_direct,電商,33278,166,1756.27,TWD,0.478
cmp_202410_021,2024-10-22,in_article,kmg_direct,電商,69300,182,4345.88,TWD,0.657
cmp_202410_021,2024-10-23,in_article,kmg_direct,電商,44375,213,2694.53,TWD,0.581
cmp_202410_021,2024-10-24,in_article,kmg_direct,電商,71213,192,4761.2,TWD,0.564
cmp_202410_021,2024-10-25,in_article,kmg_direct,電商,16972,97,928.53,TWD,0.504
cmp_202410_021,2024-10-26,in_article,kmg_direct,電商,14415,68,1052.66,TWD,0.575
cmp_202410_021,2024-10-27,in_article,kmg_direct,電商,71908,190,5025.27,TWD,0.916
cmp_202410_021,2024-10-28,in_article,kmg_direct,電商,27328,94,1459.71,TWD,0.56
cmp_202410_021,2024-10-29,in_article,kmg_direct,電商,119562,503,5883.45,TWD,0.517
cmp_202410_021,2024-10-30,in_article,kmg_direct,電商,40839,175,2183.33,TWD,0.586
cmp_202410_021,2024-10-15,sidebar,kmg_direct,電商,63314,69,1158.05,TWD,0.672
cmp_202410_021,2024-10-16,sidebar,kmg_direct,電商,37488,50,928.78,TWD,0.522
cmp_202410_021,2024-10-17,sidebar,kmg_direct,電商,27959,43,528.72,TWD,0.367
cmp_202410_021,2024-10-18,sidebar,kmg_direct,電商,31532,29,719.53,TWD,0.687
cmp_202410_021,2024-10-19,sidebar,kmg_direct,電商,49583,45,1267.89,TWD,0.607
cmp_202410_021,2024-10-20,sidebar,kmg_direct,電商,35517,32,723.09,TWD,0.55
cmp_202410_021,2024-10-21,sidebar,kmg_direct,電商,19544,25,530.96,TWD,0.653
cmp_202410_021,2024-10-22,sidebar,kmg_direct,電商,13711,10,283.44,TWD,0.518
cmp_202410_021,2024-10-23,sidebar,kmg_direct,電商,281990,291,6007.54,TWD,0.454
cmp_202410_021,2024-10-24,sidebar,kmg_direct,電商,20636,31,527.39,TWD,0.522
cmp_202410_021,2024-10-25,sidebar,kmg_direct,電商,71100,96,1764.28,TWD,0.544
cmp_202410_021,2024-10-26,sidebar,kmg_direct,電商,59730,45,1254.99,TWD,0.709
cmp_202410_021,2024-10-27,sidebar,kmg_direct,電商,12754,12,311.37,TWD,0.659
cmp_202410_021,2024-10-28,sidebar,kmg_direct,電商,78703,116,1604.83,TWD,0.473
cmp_202410_021,2024-10-29,sidebar,kmg_direct,電商,28907,28,629.18,TWD,0.683
cmp_202410_021,2024-10-30,sidebar,kmg_direct,電商,6629,5,127.25,TWD,0.671
cmp_202410_022,2024-10-06,sidebar,adx_prog,汽車,36972,42,32.18,USD,0.62
cmp_202410_022,2024-10-07,sidebar,adx_prog,汽車,62030,63,35.98,USD,
cmp_202410_022,2024-10-08,sidebar,adx_prog,汽車,7145,8,5.87,USD,0.691
cmp_202410_022,2024-10-09,sidebar,adx_prog,汽車,59299,39,34.99,USD,0.778
cmp_202410_022,2024-10-10,sidebar,adx_prog,汽車,134981,121,84.6,USD,0.461
cmp_202410_022,2024-10-11,sidebar,adx_prog,汽車,36127,32,25.53,USD,0.622
cmp_202410_022,2024-10-12,sidebar,adx_prog,汽車,31178,42,16.51,USD,
cmp_202410_022,2024-10-06,video_preroll,adx_prog,汽車,36124,228,166.09,USD,0.714
cmp_202410_022,2024-10-07,video_preroll,adx_prog,汽車,24378,157,134.73,USD,
cmp_202410_022,2024-10-08,video_preroll,adx_prog,汽車,25914,147,113.82,USD,0.676
cmp_202410_022,2024-10-09,video_preroll,adx_prog,汽車,15655,171,61.53,USD,0.626
cmp_202410_022,2024-10-10,video_preroll,adx_prog,汽車,58373,358,314.21,USD,0.404
cmp_202410_022,2024-10-11,video_preroll,adx_prog,汽車,39152,203,169.02,USD,0.832
cmp_202410_022,2024-10-12,video_preroll,adx_prog,汽車,22633,192,85.03,USD,0.642
cmp_202410_023,2024-10-11,video_preroll,kmg_selfserve,美妝,141374,1147,16124.44,TWD,0.606
cmp_202410_023,2024-10-12,video_preroll,kmg_selfserve,美妝,29533,329,4398.17,TWD,0.744
cmp_202410_023,2024-10-13,video_preroll,kmg_selfserve,美妝,52650,461,9387.39,TWD,0.59
cmp_202410_023,2024-10-14,video_preroll,kmg_selfserve,美妝,36009,304,6520.08,TWD,0.601
cmp_202410_023,2024-10-15,video_preroll,kmg_selfserve,美妝,16637,119,2285.98,TWD,0.526
cmp_202410_023,2024-10-16,video_preroll,kmg_selfserve,美妝,37200,251,6411.8,TWD,0.758
cmp_202410_023,2024-10-17,video_preroll,kmg_selfserve,美妝,32168,219,4904.32,TWD,0.767
cmp_202410_023,2024-10-18,video_preroll,kmg_selfserve,美妝,38453,253,6437.37,TWD,0.583
cmp_202410_023,2024-10-19,video_preroll,kmg_selfserve,美妝,66348,504,9897.91,TWD,0.689
cmp_202410_023,2024-10-11,top_banner,kmg_selfserve,美妝,8931,21,294.28,TWD,0.774
cmp_202410_023,2024-10-12,top_banner,kmg_selfserve,美妝,86517,159,4000.35,TWD,0.581
cmp_202410_023,2024-10-13,top_banner,kmg_selfserve,美妝,38212,52,1484.79,TWD,0.551
cmp_202410_023,2024-10-14,top_banner,kmg_selfserve,美妝,18968,28,553.71,TWD,0.774
cmp_202410_023,2024-10-15,top_banner,kmg_selfserve,美妝,23163,52,723.91,TWD,0.591
cmp_202410_023,2024-10-16,top_banner,kmg_selfserve,美妝,5220,12,171.43,TWD,0.455
cmp_202410_023,2024-10-17,top_banner,kmg_selfserve,美妝,30961,38,1083.98,TWD,0.602
cmp_202410_023,2024-10-18,top_banner,kmg_selfserve,美妝,29497,63,1215.02,TWD,0.947
cmp_202410_023,2024-10-19,top_banner,kmg_selfserve,美妝,203993,486,7552.06,TWD,0.724
cmp_202410_024,2024-10-12,video_preroll,openx_prog,汽車,10525,104,45.6,USD,0.71
cmp_202410_024,2024-10-13,video_preroll,openx_prog,汽車,26329,172,139.68,USD,
cmp_202410_024,2024-10-14,video_preroll,openx_prog,汽車,89554,743,464.63,USD,0.537
cmp_202410_024,2024-10-15,video_preroll,openx_prog,汽車,18150,108,76.62,USD,0.807
cmp_202410_024,2024-10-16,video_preroll,openx_prog,汽車,38694,413,153.29,USD,
cmp_202410_024,2024-10-17,video_preroll,openx_prog,汽車,64462,661,337.27,USD,
cmp_202410_024,2024-10-18,video_preroll,openx_prog,汽車,15698,177,82.13,USD,0.526
cmp_202410_024,2024-10-19,video_preroll,openx_prog,汽車,31247,192,121.58,USD,0.663
cmp_202410_024,2024-10-20,video_preroll,openx_prog,汽車,86183,736,366.2,USD,0.521
cmp_202410_024,2024-10-21,video_preroll,openx_prog,汽車,114557,604,555.03,USD,0.754
cmp_202410_024,2024-10-22,video_preroll,openx_prog,汽車,174898,1561,749.3,USD,0.558
cmp_202410_024,2024-10-23,video_preroll,openx_prog,汽車,3386,31,13.94,USD,0.478
cmp_202410_024,2024-10-24,video_preroll,openx_prog,汽車,39301,350,216.73,USD,0.681
cmp_202410_024,2024-10-25,video_preroll,openx_prog,汽車,23248,192,118.22,USD,0.847
cmp_202410_024,2024-10-26,video_preroll,openx_prog,汽車,25770,286,100.46,USD,0.571
cmp_202410_024,2024-10-27,video_preroll,openx_prog,汽車,6091,57,29.71,USD,0.486
cmp_202410_024,2024-10-28,video_preroll,openx_prog,汽車,6732,38,30.33,USD,0.505
cmp_202410_024,2024-10-29,video_preroll,openx_prog,汽車,21041,184,95.34,USD,0.533
cmp_202410_024,2024-10-30,video_preroll,openx_prog,汽車,35314,276,135.25,USD,0.652
cmp_202410_024,2024-10-31,video_preroll,openx_prog,汽車,73148,654,286.71,USD,0.578
cmp_202410_025,2024-10-06,sidebar,kmg_direct,電商,48864,47,1020.73,TWD,0.553
cmp_202410_025,2024-10-07,sidebar,kmg_direct,電商,21184,23,356.0,TWD,0.716
cmp_202410_025,2024-10-08,sidebar,kmg_direct,電商,6067,6,130.73,TWD,0.772
cmp_202410_025,2024-10-09,sidebar,kmg_direct,電商,9638,8,191.65,TWD,0.73
cmp_202410_025,2024-10-10,sidebar,kmg_direct,電商,55928,74,1157.29,TWD,0.664
cmp_202410_025,2024-10-11,sidebar,kmg_direct,電商,71672,66,1639.27,TWD,0.689
cmp_202410_025,2024-10-12,sidebar,kmg_direct,電商,11104,9,188.22,TWD,0.702
cmp_202410_025,2024-10-13,sidebar,kmg_direct,電商,42389,33,719.74,TWD,0.564
cmp_202410_025,2024-10-14,sidebar,kmg_direct,電商,74165,94,1555.47,TWD,0.687
cmp_202410_025,2024-10-15,sidebar,kmg_direct,電商,27524,31,561.78,TWD,0.403
cmp_202410_025,2024-10-16,sidebar,kmg_direct,電商,185169,132,5043.72,TWD,0.431
cmp_202410_025,2024-10-17,sidebar,kmg_direct,電商,18758,25,466.76,TWD,0.545
cmp_202410_025,2024-10-18,sidebar,kmg_direct,電商,28871,31,599.57,TWD,0.449
cmp_202410_025,2024-10-19,sidebar,kmg_direct,電商,11124,14,281.4,TWD,0.605
cmp_202410_025,2024-10-20,sidebar,kmg_direct,電商,26124,34,712.23,TWD,0.593
cmp_202410_025,2024-10-21,sidebar,kmg_direct,電商,34957,38,840.41,TWD,0.473
cmp_202410_026,2024-10-12,video_preroll,kmg_selfserve,食品,17676,99,2077.51,TWD,0.372
cmp_202410_026,2024-10-13,video_preroll,kmg_selfserve,食品,5500,40,697.6,TWD,0.505
cmp_202410_026,2024-10-14,video_preroll,kmg_selfserve,食品,16998,169,2172.85,TWD,0.541
cmp_202410_026,2024-10-15,video_preroll,kmg_selfserve,食品,4108,45,660.93,TWD,0.638
cmp_202410_026,2024-10-16,video_preroll,kmg_selfserve,食品,22325,160,3442.29,TWD,0.501
cmp_202410_026,2024-10-17,video_preroll,kmg_selfserve,食品,28437,170,4037.22,TWD,0.579
cmp_202410_026,2024-10-18,video_preroll,kmg_selfserve,食品,27445,246,4224.42,TWD,0.493
cmp_202410_026,2024-10-19,video_preroll,kmg_selfserve,食品,22144,160,3833.36,TWD,0.534
cmp_202410_026,2024-10-20,video_preroll,kmg_selfserve,食品,26202,140,4692.32,TWD,0.797
cmp_202410_026,2024-10-21,video_preroll,kmg_selfserve,食品,26771,281,4417.02,TWD,0.624
cmp_202410_026,2024-10-22,video_preroll,kmg_selfserve,食品,6334,45,701.03,TWD,0.469
cmp_202410_026,2024-10-12,top_banner,kmg_selfserve,食品,19034,28,852.02,TWD,0.616
cmp_202410_026,2024-10-13,top_banner,kmg_selfserve,食品,18593,25,536.66,TWD,0.611
cmp_202410_026,2024-10-14,top_banner,kmg_selfserve,食品,55146,74,2112.34,TWD,0.565
cmp_202410_026,2024-10-15,top_banner,kmg_selfserve,食品,24407,41,1085.9,TWD,0.573
cmp_202410_026,2024-10-16,top_banner,kmg_selfserve,食品,79478,196,2615.96,TWD,0.723
cmp_202410_026,2024-10-17,top_banner,kmg_selfserve,食品,31023,70,944.92,TWD,0.554
cmp_202410_026,2024-10-18,top_banner,kmg_selfserve,食品,33766,72,1303.51,TWD,0.495
cmp_202410_026,2024-10-19,top_banner,kmg_selfserve,食品,26323,59,1134.89,TWD,0.614
cmp_202410_026,2024-10-20,top_banner,kmg_selfserve,食品,38014,83,1107.38,TWD,0.551
cmp_202410_026,2024-10-21,top_banner,kmg_selfserve,食品,6218,13,194.88,TWD,0.622
cmp_202410_026,2024-10-22,top_banner,kmg_selfserve,食品,33879,52,1153.32,TWD,0.546
cmp_202410_027,2024-10-12,sidebar,adx_prog,電商,41686,31,24.36,USD,
cmp_202410_027,2024-10-13,sidebar,adx_prog,電商,24710,24,18.62,USD,
cmp_202410_027,2024-10-14,sidebar,adx_prog,電商,12049,16,6.85,USD,
cmp_202410_027,2024-10-15,sidebar,adx_prog,電商,20857,28,16.9,USD,0.794
cmp_202410_027,2024-10-16,sidebar,adx_prog,電商,35477,24,29.89,USD,
cmp_202410_027,2024-10-17,sidebar,adx_prog,電商,55479,80,37.04,USD,0.566
cmp_202410_027,2024-10-18,sidebar,adx_prog,電商,325477,453,230.3,USD,0.671
cmp_202410_028,2024-10-07,sidebar,kmg_selfserve,電商,57410,55,1508.54,TWD,0.477
cmp_202410_028,2024-10-08,sidebar,kmg_selfserve,電商,23885,27,503.75,TWD,0.756
cmp_202410_028,2024-10-09,sidebar,kmg_selfserve,電商,7652,9,173.55,TWD,0.617
cmp_202410_028,2024-10-10,sidebar,kmg_selfserve,電商,29633,37,625.53,TWD,0.553
cmp_202410_028,2024-10-11,sidebar,kmg_selfserve,電商,32809,39,840.97,TWD,0.575
cmp_202410_028,2024-10-12,sidebar,kmg_selfserve,電商,136702,103,3372.03,TWD,0.513
cmp_202410_028,2024-10-13,sidebar,kmg_selfserve,電商,17253,16,465.39,TWD,0.797
cmp_202410_028,2024-10-14,sidebar,kmg_selfserve,電商,21837,20,559.7,TWD,0.649
cmp_202410_028,2024-10-15,sidebar,kmg_selfserve,電商,92743,133,2379.33,TWD,0.69
cmp_202410_028,2024-10-16,sidebar,kmg_selfserve,電商,37378,32,735.38,TWD,0.627
cmp_202410_028,2024-10-17,sidebar,kmg_selfserve,電商,69116,59,1228.22,TWD,0.48
cmp_202410_028,2024-10-18,sidebar,kmg_selfserve,電商,42318,55,1019.38,TWD,0.669
cmp_202410_028,2024-10-19,sidebar,kmg_selfserve,電商,25848,34,683.31,TWD,0.671
cmp_202410_028,2024-10-20,sidebar,kmg_selfserve,電商,42960,51,929.94,TWD,0.614
cmp_202410_028,2024-10-21,sidebar,kmg_selfserve,電商,66495,78,1751.16,TWD,0.529
cmp_202410_028,2024-10-22,sidebar,kmg_selfserve,電商,36537,25,653.72,TWD,0.568
cmp_202410_028,2024-10-23,sidebar,kmg_selfserve,電商,42592,46,947.04,TWD,0.624
cmp_202410_028,2024-10-07,video_preroll,kmg_selfserve,電商,35697,206,4053.19,TWD,0.679
cmp_202410_028,2024-10-08,video_preroll,kmg_selfserve,電商,121866,1061,14252.86,TWD,0.29
cmp_202410_028,2024-10-09,video_preroll,kmg_selfserve,電商,256662,2074,28551.04,TWD,0.65
cmp_202410_028,2024-10-10,video_preroll,kmg_selfserve,電商,31388,220,3555.95,TWD,0.629
cmp_202410_028,2024-10-11,video_preroll,kmg_selfserve,電商,23413,188,3418.4,TWD,0.635
cmp_202410_028,2024-10-12,video_preroll,kmg_selfserve,電商,53211,595,6746.0,TWD,0.513
cmp_202410_028,2024-10-13,video_preroll,kmg_selfserve,電商,43475,402,7036.86,TWD,0.607
cmp_202410_028,2024-10-14,video_preroll,kmg_selfserve,電商,18926,196,3338.87,TWD,0.61
cmp_202410_028,2024-10-15,video_preroll,kmg_selfserve,電商,15755,107,2338.59,TWD,0.711
cmp_202410_028,2024-10-16,video_preroll,kmg_selfserve,電商,21272,251,3453.74,TWD,0.624
cmp_202410_028,2024-10-17,video_preroll,kmg_selfserve,電商,40482,467,5756.89,TWD,0.463
cmp_202410_028,2024-10-18,video_preroll,kmg_selfserve,電商,16659,150,2455.18,TWD,0.472
cmp_202410_028,2024-10-19,video_preroll,kmg_selfserve,電商,25586,280,2942.27,TWD,0.648
cmp_202410_028,2024-10-20,video_preroll,kmg_selfserve,電商,33081,357,4915.44,TWD,0.696
cmp_202410_028,2024-10-21,video_preroll,kmg_selfserve,電商,17143,154,1885.95,TWD,0.504
cmp_202410_028,2024-10-22,video_preroll,kmg_selfserve,電商,20750,127,3269.02,TWD,0.538
cmp_202410_028,2024-10-23,video_preroll,kmg_selfserve,電商,10392,93,1473.97,TWD,0.757
cmp_202410_029,2024-10-04,video_preroll,openx_prog,政府標案,9974,67,35.04,USD,0.678
cmp_202410_029,2024-10-05,video_preroll,openx_prog,政府標案,14627,128,63.95,USD,
cmp_202410_029,2024-10-06,video_preroll,openx_prog,政府標案,259129,2717,1388.92,USD,
cmp_202410_029,2024-10-07,video_preroll,openx_prog,政府標案,104020,941,594.4,USD,0.738
cmp_202410_029,2024-10-08,video_preroll,openx_prog,政府標案,26984,321,149.41,USD,0.503
cmp_202410_029,2024-10-09,video_preroll,openx_prog,政府標案,45787,378,225.32,USD,
cmp_202410_029,2024-10-10,video_preroll,openx_prog,政府標案,81487,772,290.66,USD,0.631
cmp_202410_029,2024-10-11,video_preroll,openx_prog,政府標案,28938,158,110.72,USD,0.814
cmp_202410_029,2024-10-04,top_banner,openx_prog,政府標案,30448,52,30.94,USD,0.548
cmp_202410_029,2024-10-05,top_banner,openx_prog,政府標案,26436,46,25.86,USD,0.636
cmp_202410_029,2024-10-06,top_banner,openx_prog,政府標案,71331,83,65.56,USD,
cmp_202410_029,2024-10-07,top_banner,openx_prog,政府標案,10330,14,10.55,USD,0.588
cmp_202410_029,2024-10-08,top_banner,openx_prog,政府標案,2251,6,2.39,USD,0.739
cmp_202410_029,2024-10-09,top_banner,openx_prog,政府標案,28965,38,39.82,USD,
cmp_202410_029,2024-10-10,top_banner,openx_prog,政府標案,11997,27,15.59,USD,0.575
cmp_202410_029,2024-10-11,top_banner,openx_prog,政府標案,71257,179,100.83,USD,0.423
cmp_202410_030,2024-10-05,video_preroll,kmg_direct,電信,5701,54,745.97,TWD,0.61
cmp_202410_030,2024-10-06,video_preroll,kmg_direct,電信,18009,194,1983.73,TWD,0.594
cmp_202410_030,2024-10-07,video_preroll,kmg_direct,電信,57248,429,8592.75,TWD,0.787
cmp_202410_030,2024-10-08,video_preroll,kmg_direct,電信,22934,203,2656.65,TWD,0.676
cmp_202410_030,2024-10-09,video_preroll,kmg_direct,電信,15060,93,1717.07,TWD,0.593
cmp_202410_030,2024-10-10,video_preroll,kmg_direct,電信,17976,198,2950.0,TWD,0.634
cmp_202410_030,2024-10-11,video_preroll,kmg_direct,電信,108426,1159,12278.37,TWD,0.554
