content_id,stat_month,pv,uv,sessions,dwell_sec_total,bounce_sessions,share_cnt,comment_cnt,paywall_hit_cnt,conversion_cnt,ingest_ts,total_pv_lifetime
cnt_20241018_044,2024-10,1210,915,1080,21613,700,4,3,421,83,2024-11-22 08:00:00,2318
cnt_20241013_012,2024-10,231,180,212,4841,107,1,0,4,1,2024-11-17 13:00:00,461
cnt_20241017_036,2024-10,108,73,86,11726,49,1,0,2,0,2024-11-21 12:00:00,233
cnt_20241017_001,2024-10,960,634,748,20216,475,2,2,14,2,2024-11-21 14:00:00,1574
cnt_20241031_034,2024-10,560,432,510,11772,276,3,1,12,2,2024-12-05 18:00:00,1041
cnt_20241003_026,2024-10,357,257,303,8096,158,1,1,7,1,2024-11-07 18:00:00,673
cnt_20241012_037,2024-10,492,364,430,9647,300,2,1,7,2,2024-11-16 10:00:00,818
cnt_20241005_007,2024-10,1321,992,1171,164078,543,8,2,25,4,2024-11-09 20:00:00,2437
cnt_20241010_045,2024-10,169,123,145,17643,78,0,0,2,1,2024-11-14 07:00:00,243
cnt_20241011_047,2024-10,941,706,833,137445,501,4,2,18,4,2024-11-15 17:00:00,1353
cnt_20241024_037,2024-10,115,78,92,1991,57,0,0,2,1,2024-11-28 09:00:00,199
cnt_20241016_001,2024-10,1401,1009,1191,27240,851,4,2,26,5,2024-11-20 07:00:00,2899
cnt_20241012_004,2024-10,1062,834,984,14662,658,4,2,312,62,2024-11-16 15:00:00,1455
cnt_20241028_030,2024-10,699,507,598,17118,314,4,2,14,3,2024-12-02 18:00:00,970
cnt_20241010_026,2024-10,641,451,532,64211,200,3,1,163,47,2024-11-14 12:00:00,1078
cnt_20241001_035,2024-10,659,470,555,68326,288,4,2,11,3,2024-11-05 16:00:00,1064
cnt_20241015_021,2024-10,1021,753,889,146030,503,6,2,15,3,2024-11-19 19:00:00,1801
cnt_20241018_004,2024-10,499,379,447,11512,265,1,1,8,1,2024-11-22 11:00:00,878
cnt_20241024_025,2024-10,183,142,168,4009,100,1,0,4,1,2024-11-28 13:00:00,347
cnt_20241005_005,2024-10,411,294,347,100082,161,2,1,7,1,2024-11-09 17:00:00,893
cnt_20241018_047,2024-10,912,598,706,108807,328,5,1,242,70,2024-11-22 19:00:00,1683
cnt_20241021_035,2024-10,231,152,179,5685,106,1,0,4,1,2024-11-25 13:00:00,445
cnt_20241006_009,2024-10,232,171,202,18989,105,1,1,82,24,2024-11-10 09:00:00,510
cnt_20241006_004,2024-10,368,263,310,6763,174,1,1,5,1,2024-11-10 19:00:00,780
cnt_20241014_036,2024-10,406,271,320,51693,179,2,0,6,1,2024-11-18 20:00:00,852
cnt_20241006_020,2024-10,1489,1095,1292,34931,772,4,2,26,5,2024-11-10 12:00:00,3315
cnt_20241006_006,2024-10,264,196,231,43374,116,1,0,4,1,2024-11-10 18:00:00,559
cnt_20241009_047,2024-10,1484,1112,1312,95586,1000,4,2,26,4,2024-11-13 21:00:00,2480
cnt_20241007_005,2024-10,315,205,242,29357,153,2,0,5,1,2024-11-11 20:00:00,453
cnt_20241018_024,2024-10,1202,907,1070,21128,708,6,1,23,5,2024-11-22 08:00:00,1739
cnt_20241004_013,2024-10,914,686,809,95759,370,4,2,321,93,2024-11-08 07:00:00,1290
cnt_20241012_013,2024-10,470,371,438,6899,300,2,1,7,2,2024-11-16 13:00:00,736
cnt_20241011_036,2024-10,214,164,194,21916,101,1,0,5,1,2024-11-15 18:00:00,328
cnt_20241005_013,2024-10,1852,1257,1483,36644,1003,6,5,34,7,2024-11-09 15:00:00,3311
cnt_20241030_043,2024-10,272,203,240,21063,143,1,0,71,20,2024-12-04 16:00:00,526
cnt_20241010_028,2024-10,139,103,122,13277,67,1,0,2,1,2024-11-14 15:00:00,271
cnt_20241018_008,2024-10,65,43,51,6199,26,0,0,15,5,2024-11-22 13:00:00,109
cnt_20241028_022,2024-10,2020,1437,1696,32921,1147,9,3,30,6,2024-12-02 12:00:00,3529
cnt_20241026_027,2024-10,391,308,363,8496,214,1,0,136,27,2024-11-30 19:00:00,807
cnt_20241016_015,2024-10,310,223,263,7558,151,2,1,5,1,2024-11-20 19:00:00,478
cnt_20241024_051,2024-10,269,188,222,5272,119,1,0,5,1,2024-11-28 18:00:00,545
cnt_20241024_012,2024-10,134,98,116,14636,68,1,0,3,0,2024-11-28 20:00:00,243
cnt_20241028_038,2024-10,246,187,221,22857,101,1,0,5,1,2024-12-02 18:00:00,458
cnt_20241009_023,2024-10,467,333,393,6743,293,2,1,137,27,2024-11-13 07:00:00,967
cnt_20241012_023,2024-10,1326,1014,1197,17511,813,7,3,28,6,2024-11-16 15:00:00,2809
cnt_20241009_045,2024-10,73,48,57,1954,32,0,0,23,4,2024-11-13 12:00:00,122
cnt_20241016_051,2024-10,398,310,366,9099,202,1,1,6,1,2024-11-20 16:00:00,775
cnt_20241003_040,2024-10,404,269,317,7609,206,1,0,7,1,2024-11-07 09:00:00,859
cnt_20241004_023,2024-10,987,770,909,21116,513,4,2,19,4,2024-11-08 08:00:00,1609
cnt_20241029_009,2024-10,334,230,271,39273,101,1,0,6,1,2024-12-03 10:00:00,477
cnt_20241016_031,2024-10,406,282,333,46627,188,2,1,8,1,2024-11-20 22:00:00,565
cnt_20241025_012,2024-10,235,159,188,18945,96,1,0,4,1,2024-11-29 16:00:00,441
cnt_20241029_016,2024-10,458,339,400,12573,201,3,1,8,1,2024-12-03 14:00:00,703
cnt_20241003_022,2024-10,759,510,602,140929,397,2,2,13,3,2024-11-07 08:00:00,1073
cnt_20241011_038,2024-10,333,220,260,6271,164,2,1,73,14,2024-11-15 17:00:00,695
cnt_20241007_016,2024-10,197,145,171,15812,82,1,0,67,20,2024-11-11 09:00:00,382
cnt_20241023_022,2024-10,805,535,631,19380,401,5,2,12,2,2024-11-27 12:00:00,1141
cnt_20241016_024,2024-10,1342,974,1149,28043,608,3,2,445,88,2024-11-20 10:00:00,2641
cnt_20241014_016,2024-10,529,381,450,12594,257,2,1,8,1,2024-11-18 17:00:00,993
cnt_20241026_024,2024-10,224,150,177,26839,100,1,0,4,1,2024-11-30 20:00:00,312
cnt_20241017_053,2024-10,378,295,348,45714,180,2,1,8,1,2024-11-21 21:00:00,839
cnt_20241017_033,2024-10,656,491,579,90427,326,1,1,11,2,2024-11-21 19:00:00,1133
cnt_20241015_006,2024-10,303,215,254,30921,104,1,1,6,2,2024-11-19 07:00:00,419
cnt_20241014_048,2024-10,1930,1443,1703,37658,1108,5,3,37,7,2024-11-18 15:00:00,3099
cnt_20241021_017,2024-10,414,299,353,8557,197,2,1,7,2,2024-11-25 10:00:00,560
cnt_20241005_003,2024-10,181,122,144,3120,90,1,0,3,0,2024-11-09 07:00:00,332
cnt_20241019_032,2024-10,333,232,274,8504,158,1,1,6,1,2024-11-23 17:00:00,681
cnt_20241016_046,2024-10,1070,725,856,27317,455,6,2,276,55,2024-11-20 19:00:00,1579
cnt_20241028_026,2024-10,1866,1297,1530,42776,855,8,5,25,5,2024-12-02 08:00:00,3967
cnt_20241001_018,2024-10,140,97,114,19207,35,1,0,41,12,2024-11-05 18:00:00,268
cnt_20241001_022,2024-10,1166,835,985,25070,521,7,3,336,66,2024-11-05 16:00:00,2405
cnt_20241023_017,2024-10,573,399,471,98618,272,2,1,8,2,2024-11-27 16:00:00,929
cnt_20241025_010,2024-10,276,184,217,37287,124,1,1,4,1,2024-11-29 18:00:00,384
cnt_20241001_037,2024-10,903,597,704,68213,397,4,1,15,5,2024-11-05 10:00:00,1412
cnt_20241022_038,2024-10,445,352,415,7420,231,2,1,8,2,2024-11-26 17:00:00,995
cnt_20241012_020,2024-10,376,256,302,8483,180,1,0,90,18,2024-11-16 10:00:00,703
cnt_20241003_046,2024-10,853,665,785,14759,423,2,2,18,4,2024-11-07 16:00:00,1610
cnt_20241017_013,2024-10,185,141,166,3345,96,1,0,3,0,2024-11-21 12:00:00,407
cnt_20241010_038,2024-10,580,419,494,18677,192,3,0,12,3,2024-11-14 10:00:00,1247
cnt_20241023_004,2024-10,488,337,398,43722,170,1,1,9,3,2024-11-27 10:00:00,990
cnt_20241022_022,2024-10,431,284,335,9638,169,2,1,7,1,2024-11-26 12:00:00,923
cnt_20241019_010,2024-10,337,242,286,36203,137,1,0,6,2,2024-11-23 15:00:00,724
cnt_20241022_024,2024-10,314,216,255,5181,190,1,1,5,1,2024-11-26 08:00:00,547
cnt_20241031_010,2024-10,986,733,865,20069,503,4,3,19,4,2024-12-05 16:00:00,1602
cnt_20241016_040,2024-10,205,157,185,17690,107,1,1,4,1,2024-11-20 20:00:00,382
cnt_20241005_022,2024-10,573,391,461,76387,171,2,1,143,42,2024-11-09 16:00:00,784
cnt_20241002_008,2024-10,502,326,385,11108,221,2,1,7,1,2024-11-06 17:00:00,823
cnt_20241024_016,2024-10,385,263,310,8337,194,2,1,6,1,2024-11-28 09:00:00,833
cnt_20241016_049,2024-10,455,310,366,12343,196,3,1,8,2,2024-11-20 15:00:00,714
cnt_20241021_034,2024-10,1495,1126,1329,25122,782,7,2,474,94,2024-11-25 07:00:00,3033
cnt_20241023_027,2024-10,1549,1081,1276,41083,660,5,2,27,6,2024-11-27 07:00:00,2238
cnt_20241024_044,2024-10,131,93,110,13871,50,0,0,3,1,2024-11-28 15:00:00,204
cnt_20241029_021,2024-10,135,92,109,15842,47,1,0,37,11,2024-12-03 11:00:00,220
cnt_20241014_002,2024-10,130,100,118,3025,64,1,0,37,8,2024-11-18 12:00:00,180
cnt_20241017_049,2024-10,762,575,678,16962,416,4,1,14,3,2024-11-21 10:00:00,1099
cnt_20241031_036,2024-10,297,218,257,6237,165,2,1,6,1,2024-12-05 16:00:00,660
cnt_20241003_011,2024-10,342,271,320,10183,125,1,0,123,24,2024-11-07 15:00:00,637
cnt_20241004_035,2024-10,1065,747,881,27780,458,3,1,14,3,2024-11-08 08:00:00,2094
cnt_20241029_002,2024-10,87,62,73,8752,37,1,0,26,8,2024-12-03 17:00:00,190
cnt_20241029_027,2024-10,645,502,592,11373,332,1,1,12,2,2024-12-03 07:00:00,1074
cnt_20241010_008,2024-10,512,334,394,47106,287,2,1,9,2,2024-11-14 19:00:00,968
cnt_20241014_034,2024-10,372,262,309,79710,169,1,1,6,1,2024-11-18 07:00:00,572
cnt_20241024_020,2024-10,1723,1141,1346,180013,859,6,4,26,4,2024-11-28 18:00:00,2755
cnt_20241022_019,2024-10,195,130,153,3735,95,1,1,4,1,2024-11-26 18:00:00,412
cnt_20241031_013,2024-10,121,88,104,12864,44,1,0,34,10,2024-12-05 09:00:00,269
cnt_20241025_024,2024-10,655,493,582,17950,295,1,2,13,2,2024-11-29 07:00:00,1076
cnt_20241022_039,2024-10,481,377,445,9324,260,2,1,10,2,2024-11-26 12:00:00,1050
cnt_20241008_002,2024-10,180,138,163,4006,93,1,0,3,0,2024-11-12 12:00:00,276
cnt_20241002_036,2024-10,664,453,535,13901,318,3,1,10,2,2024-11-06 10:00:00,1363
cnt_20241019_034,2024-10,109,86,101,13669,36,1,0,34,10,2024-11-23 16:00:00,162
cnt_20241030_007,2024-10,433,287,339,9407,207,2,1,6,1,2024-12-04 08:00:00,852
cnt_20241001_004,2024-10,1227,862,1017,139962,518,3,1,17,5,2024-11-05 09:00:00,2648
cnt_20241022_028,2024-10,119,82,97,11683,50,1,0,2,1,2024-11-26 14:00:00,165
cnt_20241017_062,2024-10,997,774,913,153460,576,3,2,20,4,2024-11-21 13:00:00,1535
cnt_20241023_011,2024-10,1025,666,786,116869,296,4,3,291,84,2024-11-27 17:00:00,1421
cnt_20241024_008,2024-10,190,143,169,3824,97,1,0,3,0,2024-11-28 10:00:00,315
cnt_20241003_034,2024-10,1083,707,834,18481,634,6,1,237,47,2024-11-07 11:00:00,1619
cnt_20241011_042,2024-10,434,283,334,9917,231,2,1,6,2,2024-11-15 08:00:00,944
cnt_20241026_028,2024-10,890,674,795,142922,454,4,1,18,4,2024-11-30 10:00:00,1527
cnt_20241031_040,2024-10,395,273,322,5829,222,2,0,7,2,2024-12-05 16:00:00,545
cnt_20241004_038,2024-10,152,111,131,2634,89,1,0,2,0,2024-11-08 10:00:00,337
cnt_20241002_001,2024-10,645,464,548,109869,350,1,1,11,2,2024-11-06 14:00:00,953
cnt_20241019_033,2024-10,621,451,532,11534,304,4,1,9,2,2024-11-23 13:00:00,867
cnt_20241003_032,2024-10,367,260,307,51547,195,2,0,7,2,2024-11-07 14:00:00,586
cnt_20241026_034,2024-10,324,241,284,5905,154,1,0,6,2,2024-11-30 13:00:00,596
cnt_20241014_031,2024-10,124,97,114,14633,46,1,0,40,12,2024-11-18 07:00:00,187
cnt_20241009_038,2024-10,141,99,117,15785,64,0,0,3,0,2024-11-13 22:00:00,238
cnt_20241016_045,2024-10,851,611,721,14948,409,3,2,12,2,2024-11-20 08:00:00,1787
cnt_20241004_032,2024-10,359,262,309,6982,218,2,1,6,1,2024-11-08 15:00:00,528
cnt_20241012_014,2024-10,76,54,64,2006,34,0,0,26,5,2024-11-16 08:00:00,143
cnt_20241010_035,2024-10,3989,3034,3580,97157,1979,12,4,75,15,2024-11-14 19:00:00,6672
cnt_20241022_036,2024-10,1277,965,1139,16717,803,7,3,24,5,2024-11-26 15:00:00,2373
cnt_20241026_019,2024-10,392,298,352,7004,227,1,0,8,1,2024-11-30 09:00:00,781
cnt_20241020_027,2024-10,138,101,119,3031,72,1,0,37,7,2024-11-24 18:00:00,209
cnt_20241002_032,2024-10,689,488,576,19061,253,3,2,11,2,2024-11-06 17:00:00,1077
cnt_20241029_005,2024-10,205,158,186,4327,117,1,0,4,1,2024-12-03 17:00:00,372
cnt_20241027_030,2024-10,92,71,84,1932,37,0,0,24,4,2024-12-01 09:00:00,179
cnt_20241017_026,2024-10,1496,1143,1349,158109,487,9,1,384,111,2024-11-21 07:00:00,2187
cnt_20241018_054,2024-10,80,56,66,9674,32,0,0,25,8,2024-11-22 17:00:00,160
cnt_20241019_016,2024-10,523,399,471,46978,243,3,1,9,1,2024-11-23 20:00:00,877
cnt_20241007_036,2024-10,593,414,489,12276,347,2,1,10,2,2024-11-11 10:00:00,1128
cnt_20241028_044,2024-10,567,399,471,63439,240,3,1,11,1,2024-12-02 19:00:00,1104
cnt_20241024_018,2024-10,100,78,92,2095,57,0,0,32,6,2024-11-28 11:00:00,144
cnt_20241002_010,2024-10,133,93,110,2427,63,1,0,2,1,2024-11-06 10:00:00,275
cnt_20241009_029,2024-10,1143,872,1029,84224,521,4,2,24,7,2024-11-13 09:00:00,2240
cnt_20241018_025,2024-10,2733,2105,2484,392933,1443,8,7,57,11,2024-11-22 14:00:00,6045
cnt_20241004_030,2024-10,402,269,317,9391,200,2,1,6,1,2024-11-08 10:00:00,801
cnt_20241022_023,2024-10,579,413,487,65355,265,3,1,10,1,2024-11-26 19:00:00,1201
cnt_20241008_008,2024-10,306,224,264,7626,126,2,1,5,1,2024-11-12 16:00:00,515
cnt_20241027_028,2024-10,878,642,758,100240,455,4,1,13,2,2024-12-01 21:00:00,1513
cnt_20241010_005,2024-10,1389,976,1152,191414,781,7,2,27,5,2024-11-14 08:00:00,2663
cnt_20241001_028,2024-10,182,119,140,5190,79,1,0,2,0,2024-11-05 13:00:00,382
cnt_20241027_001,2024-10,261,189,223,4547,132,1,1,4,1,2024-12-01 14:00:00,381
cnt_20241021_012,2024-10,162,117,138,16317,66,0,0,49,14,2024-11-25 12:00:00,248
cnt_20241001_017,2024-10,458,299,353,11940,204,1,1,7,2,2024-11-05 09:00:00,743
cnt_20241011_045,2024-10,535,379,447,11178,303,3,1,10,2,2024-11-15 16:00:00,916
cnt_20241022_034,2024-10,289,202,238,6814,116,1,0,95,18,2024-11-26 14:00:00,446
cnt_20241027_015,2024-10,130,96,113,3214,66,0,0,3,1,2024-12-01 10:00:00,197
cnt_20241011_029,2024-10,1738,1214,1433,33738,983,8,2,402,79,2024-11-15 09:00:00,3366
cnt_20241005_014,2024-10,227,151,178,28258,104,1,0,3,1,2024-11-09 18:00:00,449
cnt_20241018_039,2024-10,1104,812,958,24948,473,4,2,18,4,2024-11-22 14:00:00,1765
cnt_20241022_005,2024-10,2144,1571,1854,45804,1078,6,6,753,149,2024-11-26 08:00:00,3587
cnt_20241015_002,2024-10,285,189,223,27482,114,2,1,76,22,2024-11-19 11:00:00,469
cnt_20241014_035,2024-10,866,573,676,120564,295,2,1,16,2,2024-11-18 21:00:00,1679
cnt_20241006_023,2024-10,599,458,540,68424,276,2,1,9,1,2024-11-10 19:00:00,1290
cnt_20241021_026,2024-10,121,83,98,11156,38,1,0,39,11,2024-11-25 18:00:00,166
cnt_20241020_007,2024-10,742,494,583,18403,342,2,2,14,2,2024-11-24 11:00:00,1101
cnt_20241015_003,2024-10,354,246,290,29270,189,1,0,5,1,2024-11-19 22:00:00,488
cnt_20241027_007,2024-10,103,81,96,1945,56,0,0,2,0,2024-12-01 19:00:00,209
cnt_20241011_039,2024-10,313,203,240,49867,140,1,0,4,1,2024-11-15 17:00:00,575
cnt_20241029_003,2024-10,130,85,100,2914,62,0,0,2,0,2024-12-03 14:00:00,268
cnt_20241015_017,2024-10,242,180,212,31280,114,1,1,5,1,2024-11-19 21:00:00,519
cnt_20241028_046,2024-10,190,135,159,4864,85,0,0,3,1,2024-12-02 07:00:00,366
cnt_20241017_040,2024-10,205,141,166,41853,91,1,0,3,0,2024-11-21 09:00:00,330
cnt_20241015_038,2024-10,63,42,50,1550,30,0,0,1,0,2024-11-19 17:00:00,133
cnt_20241012_016,2024-10,545,358,422,97345,242,2,1,9,2,2024-11-16 08:00:00,895
cnt_20241031_046,2024-10,615,455,537,67504,335,2,2,9,2,2024-12-05 19:00:00,1089
cnt_20241014_056,2024-10,279,208,245,27102,132,1,1,4,1,2024-11-18 19:00:00,619
cnt_20241007_018,2024-10,329,238,281,48211,154,2,0,5,1,2024-11-11 12:00:00,653
cnt_20241004_050,2024-10,435,311,367,7787,229,3,1,130,25,2024-11-08 17:00:00,798
cnt_20241023_038,2024-10,64,48,57,1213,38,0,0,1,0,2024-11-27 16:00:00,142
cnt_20241016_038,2024-10,284,205,242,5858,129,1,1,5,1,2024-11-20 14:00:00,592
cnt_20241010_020,2024-10,466,341,402,9730,245,3,1,10,1,2024-11-14 13:00:00,807
cnt_20241006_010,2024-10,2000,1578,1862,37623,964,7,5,36,7,2024-11-10 10:00:00,3794
cnt_20241011_050,2024-10,265,207,244,3694,176,2,1,5,1,2024-11-15 11:00:00,467
cnt_20241004_033,2024-10,2667,1862,2197,213094,1092,9,6,42,12,2024-11-08 14:00:00,5561
cnt_20241023_037,2024-10,165,107,126,4309,76,1,0,3,0,2024-11-27 15:00:00,353
cnt_20241014_054,2024-10,666,512,604,59639,388,4,1,11,2,2024-11-18 20:00:00,1171
cnt_20241003_004,2024-10,1673,1304,1539,129874,908,4,2,36,6,2024-11-07 19:00:00,3374
cnt_20241001_036,2024-10,200,132,156,23113,74,0,0,43,13,2024-11-05 17:00:00,287
cnt_20241030_047,2024-10,645,472,557,10539,338,2,1,11,2,2024-12-04 07:00:00,970
cnt_20241009_042,2024-10,188,131,155,2650,111,0,1,3,0,2024-11-13 18:00:00,287
cnt_20241023_016,2024-10,1288,909,1073,25949,626,7,2,21,4,2024-11-27 07:00:00,2376
cnt_20241009_012,2024-10,365,262,309,32673,178,1,0,5,0,2024-11-13 19:00:00,682
cnt_20241030_025,2024-10,458,362,427,11709,215,1,1,7,1,2024-12-04 07:00:00,901
cnt_20241027_016,2024-10,1938,1447,1707,48468,875,10,3,32,6,2024-12-01 09:00:00,3297
cnt_20241010_018,2024-10,281,213,251,25414,108,2,1,69,20,2024-11-14 14:00:00,585
cnt_20241001_003,2024-10,1034,677,799,116136,440,6,2,258,74,2024-11-05 15:00:00,2231
cnt_20241006_016,2024-10,538,408,481,8974,295,1,1,11,2,2024-11-10 10:00:00,908
cnt_20241018_030,2024-10,2282,1527,1802,48674,1202,11,3,34,6,2024-11-22 14:00:00,5019
cnt_20241014_043,2024-10,933,621,733,21113,371,5,2,13,2,2024-11-18 12:00:00,1543
cnt_20241021_051,2024-10,788,607,716,17571,403,4,1,16,3,2024-11-25 09:00:00,1140
cnt_20241019_020,2024-10,97,72,85,10469,49,1,0,2,1,2024-11-23 21:00:00,204
cnt_20241014_049,2024-10,148,107,126,17336,51,0,0,3,1,2024-11-18 19:00:00,316
cnt_20241031_019,2024-10,471,369,435,59805,174,2,1,9,2,2024-12-05 08:00:00,705
cnt_20241023_030,2024-10,1189,773,912,27615,564,5,3,344,68,2024-11-27 11:00:00,2628
cnt_20241027_024,2024-10,164,121,143,3123,92,1,0,3,1,2024-12-01 17:00:00,353
cnt_20241023_014,2024-10,256,185,218,6039,120,1,0,4,1,2024-11-27 14:00:00,520
cnt_20241006_031,2024-10,1229,850,1003,30307,607,6,1,353,70,2024-11-10 07:00:00,1778
cnt_20241005_017,2024-10,442,333,393,11087,214,2,1,7,1,2024-11-09 15:00:00,794
cnt_20241014_044,2024-10,186,125,148,23397,66,1,0,57,17,2024-11-18 12:00:00,360
cnt_20241010_023,2024-10,508,377,445,12344,229,2,0,177,35,2024-11-14 08:00:00,724
cnt_20241013_020,2024-10,471,329,388,7471,261,2,1,149,30,2024-11-17 08:00:00,692
cnt_20241010_052,2024-10,59,41,48,7526,14,0,0,16,5,2024-11-14 13:00:00,119
cnt_20241010_050,2024-10,884,602,710,17432,382,3,2,14,3,2024-11-14 18:00:00,1669
cnt_20241016_010,2024-10,641,488,576,13839,321,3,2,13,2,2024-11-20 10:00:00,1244
cnt_20241001_021,2024-10,435,301,355,7033,227,1,1,7,1,2024-11-05 16:00:00,645
cnt_20241009_037,2024-10,257,195,230,29241,106,1,1,5,1,2024-11-13 18:00:00,430
cnt_20241011_015,2024-10,2900,1923,2269,384068,905,6,5,46,13,2024-11-15 08:00:00,5192
cnt_20241009_004,2024-10,220,157,185,4005,112,1,0,4,0,2024-11-13 17:00:00,308
cnt_20241025_019,2024-10,453,327,386,39382,222,2,1,7,1,2024-11-29 19:00:00,869
cnt_20241001_039,2024-10,546,367,433,9229,292,3,1,8,2,2024-11-05 10:00:00,1136
cnt_20241026_031,2024-10,85,58,68,1719,40,0,0,2,1,2024-11-30 08:00:00,127
cnt_20241014_014,2024-10,529,386,455,12054,276,2,0,9,2,2024-11-18 14:00:00,1146
cnt_20241001_033,2024-10,966,681,804,22423,502,5,2,239,47,2024-11-05 14:00:00,1456
cnt_20241027_023,2024-10,624,490,578,45980,322,2,1,159,46,2024-12-01 14:00:00,1129
cnt_20241004_037,2024-10,1426,1093,1290,27743,850,8,3,22,4,2024-11-08 14:00:00,2902
cnt_20241031_018,2024-10,577,441,520,51034,340,3,1,9,1,2024-12-05 22:00:00,1291
cnt_20241018_051,2024-10,316,238,281,4952,176,1,0,5,1,2024-11-22 10:00:00,658
cnt_20241002_023,2024-10,244,164,194,6614,107,1,0,4,1,2024-11-06 14:00:00,518
cnt_20241003_024,2024-10,165,111,131,4521,54,0,0,44,9,2024-11-07 12:00:00,308
cnt_20241008_028,2024-10,200,138,163,3408,104,1,1,4,0,2024-11-12 10:00:00,375
cnt_20241017_005,2024-10,1017,740,873,28511,449,3,3,20,4,2024-11-21 09:00:00,2034
cnt_20241024_034,2024-10,432,291,343,12954,169,2,1,109,22,2024-11-28 19:00:00,933
cnt_20241003_017,2024-10,863,585,690,64033,480,5,2,12,2,2024-11-07 21:00:00,1670
cnt_20241008_032,2024-10,252,189,223,5990,110,1,0,5,1,2024-11-12 17:00:00,405
cnt_20241017_061,2024-10,210,142,168,5738,89,1,1,4,1,2024-11-21 15:00:00,463
cnt_20241018_042,2024-10,174,132,156,4145,90,0,0,4,1,2024-11-22 07:00:00,319
cnt_20241017_047,2024-10,179,119,140,3040,91,1,0,44,8,2024-11-21 15:00:00,324
cnt_20241003_008,2024-10,1574,1186,1399,34544,736,7,2,28,5,2024-11-07 09:00:00,2510
cnt_20241030_040,2024-10,918,599,707,184499,410,3,2,14,3,2024-12-04 12:00:00,1982
cnt_20241004_047,2024-10,226,157,185,23817,106,1,0,4,1,2024-11-08 20:00:00,308
cnt_20241021_007,2024-10,657,429,506,17086,304,2,1,194,39,2024-11-25 10:00:00,939
cnt_20241029_010,2024-10,1693,1180,1392,28788,840,6,3,30,6,2024-12-03 08:00:00,3404
cnt_20241019_012,2024-10,452,331,391,44658,250,2,1,8,1,2024-11-23 22:00:00,809
cnt_20241028_018,2024-10,221,148,175,4291,115,1,0,4,1,2024-12-02 18:00:00,484
cnt_20241005_027,2024-10,213,139,164,5315,89,1,0,4,1,2024-11-09 08:00:00,361
cnt_20241013_027,2024-10,206,137,162,4438,103,1,0,54,11,2024-11-17 12:00:00,408
cnt_20241027_017,2024-10,112,77,91,12814,45,0,0,2,0,2024-12-01 21:00:00,215
cnt_20241016_035,2024-10,1055,778,918,24539,549,2,1,19,4,2024-11-20 07:00:00,1780
cnt_20241004_052,2024-10,1740,1193,1408,28312,945,6,3,27,6,2024-11-08 08:00:00,3549
cnt_20241009_016,2024-10,32,22,26,651,15,0,0,8,2,2024-11-13 08:00:00,70
cnt_20241022_020,2024-10,828,612,722,185860,347,4,2,12,3,2024-11-26 14:00:00,1613
cnt_20241003_019,2024-10,537,411,485,77433,326,2,1,10,2,2024-11-07 14:00:00,1086
cnt_20241001_030,2024-10,46,36,42,5602,13,0,0,1,0,2024-11-05 13:00:00,64
cnt_20241024_028,2024-10,246,186,219,6070,110,1,0,4,1,2024-11-28 07:00:00,412
cnt_20241011_031,2024-10,594,398,470,15883,235,3,1,132,26,2024-11-15 07:00:00,843
cnt_20241021_049,2024-10,1164,882,1041,20906,661,7,3,18,4,2024-11-25 12:00:00,1686
cnt_20241028_017,2024-10,359,270,319,31623,150,2,0,6,2,2024-12-02 09:00:00,690
cnt_20241030_038,2024-10,266,177,209,5198,143,1,1,4,1,2024-12-04 14:00:00,590
cnt_20241027_006,2024-10,583,409,483,13250,287,2,1,147,29,2024-12-01 09:00:00,874
cnt_20241020_023,2024-10,228,155,183,4458,98,1,1,4,0,2024-11-24 14:00:00,366
cnt_20241018_056,2024-10,443,343,405,50973,176,2,1,159,46,2024-11-22 13:00:00,765
cnt_20241014_029,2024-10,920,630,743,20150,393,3,2,287,57,2024-11-18 10:00:00,1484
cnt_20241003_029,2024-10,83,61,72,9146,30,0,0,28,8,2024-11-07 07:00:00,166
cnt_20241006_011,2024-10,743,495,584,13957,389,1,1,12,3,2024-11-10 12:00:00,1381
cnt_20241018_038,2024-10,488,323,381,69332,188,2,1,8,2,2024-11-22 21:00:00,1077
cnt_20241025_038,2024-10,797,619,730,12566,477,2,2,13,3,2024-11-29 11:00:00,1189
cnt_20241018_003,2024-10,499,357,421,98909,229,1,1,7,1,2024-11-22 08:00:00,903
cnt_20241021_048,2024-10,610,399,471,13570,227,1,2,11,2,2024-11-25 10:00:00,842
cnt_20241009_011,2024-10,476,345,407,9668,251,2,1,7,2,2024-11-13 10:00:00,694
cnt_20241009_027,2024-10,868,610,720,92119,388,2,1,199,58,2024-11-13 15:00:00,1848
cnt_20241025_052,2024-10,285,213,251,30690,144,1,1,5,1,2024-11-29 22:00:00,636
cnt_20241015_010,2024-10,2156,1406,1659,46529,1095,7,3,36,7,2024-11-19 14:00:00,3159
cnt_20241017_057,2024-10,352,260,307,32410,138,2,1,5,1,2024-11-21 08:00:00,505
cnt_20241026_002,2024-10,659,452,533,16101,333,4,2,9,2,2024-11-30 09:00:00,1246
cnt_20241028_045,2024-10,655,433,511,13620,271,1,2,11,3,2024-12-02 07:00:00,1228
cnt_20241029_019,2024-10,205,158,186,3523,134,1,1,4,1,2024-12-03 07:00:00,277
cnt_20241026_036,2024-10,596,427,504,13218,311,1,1,11,3,2024-11-30 12:00:00,974
